# Program:featureCounts v1.6.2; Command:"/home/lzc/soft/subread-1.6.2-source/bin/featureCounts" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "./genome/GCF_000191905.1_ASM19190v1_genomic.gtf" "-o" "/home/lzc/project/117_ZK005/results/3.Expression/genes_count.txt" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam
gene2581	NC_017295.1	2626812	2627531	+	720	800	930	588	12249	9822	32397	7470	8975	11817	22656	12975	10018
gene2582	NC_017295.1	2627889	2628530	-	642	175	163	103	372	362	839	665	569	645	623	430	301
gene2583	NC_017295.1	2628734	2629405	-	672	12	4	10	108	32	77	19	21	31	36	23	18
gene2584	NC_017295.1	2629437	2630186	-	750	5	2	1	71	13	17	1	1	3	8	4	5
gene2585	NC_017295.1	2630179	2631522	-	1344	8	11	2	148	40	42	11	6	7	10	11	16
gene2586	NC_017295.1	2631519	2632103	-	585	1	2	0	47	9	3	5	4	2	2	4	4
gene2587	NC_017295.1	2632104	2634572	-	2469	6	13	5	246	56	90	39	25	30	55	24	22
gene2588	NC_017295.1	2634587	2634943	-	357	1	1	0	16	3	2	0	0	0	4	1	2
gene2589	NC_017295.1	2634954	2635340	-	387	1	1	0	14	1	1	4	4	2	5	1	1
gene2590	NC_017295.1	2635810	2636763	-	954	17	18	15	92	55	103	29	23	18	43	25	27
gene2591	NC_017295.1	2636883	2637359	-	477	66	55	40	72	75	176	82	59	78	165	85	52
gene2592	NC_017295.1	2637445	2637942	-	498	3	4	3	62	32	67	6	4	7	14	10	15
gene2593	NC_017295.1	2637987	2638613	-	627	14	17	7	45	39	64	44	33	39	37	30	21
gene2594	NC_017295.1	2638752	2640287	-	1536	24	18	8	199	81	145	4	9	12	24	20	34
gene2595	NC_017295.1	2640514	2641674	-	1161	5	9	5	196	112	193	17	6	8	46	38	51
gene2596	NC_017295.1	2642017	2643240	-	1224	90	97	75	178	45	68	4	4	7	21	15	10
gene2597	NC_017295.1	2643632	2644690	-	1059	17	14	12	109	62	130	48	74	40	88	62	40
gene2598	NC_017295.1	2644804	2645985	-	1182	7	18	9	80	24	44	9	16	7	27	11	11
gene2599	NC_017295.1	2646055	2646636	-	582	10	6	4	58	20	33	30	39	21	15	7	10
gene2600	NC_017295.1	2646772	2647050	-	279	0	0	0	34	5	11	1	0	0	3	0	1
gene2601	NC_017295.1	2647193	2647642	-	450	19	11	6	48	19	29	32	29	25	23	14	18
gene2602	NC_017295.1	2647908	2648819	-	912	0	1	0	49	6	15	4	2	5	3	3	5
gene2603	NC_017295.1	2648910	2649248	-	339	0	2	0	53	13	25	1	0	1	2	2	10
gene2604	NC_017295.1	2649449	2650852	-	1404	103	84	58	302	225	511	178	104	205	283	166	129
gene2605	NC_017295.1	2650869	2652059	-	1191	55	81	68	264	297	541	175	115	205	405	241	224
gene2606	NC_017295.1	2652075	2652863	-	789	48	53	47	133	211	401	104	71	128	363	212	161
gene2607	NC_017295.1	2652884	2653033	-	150	0	0	0	1	0	0	0	0	0	1	0	0
gene2608	NC_017295.1	2653062	2653757	-	696	1	2	3	94	17	55	2	3	2	13	7	5
gene2609	NC_017295.1	2653918	2655915	-	1998	12	6	6	248	63	126	15	12	12	26	8	19
gene2610	NC_017295.1	2656179	2656529	-	351	1	0	1	22	3	13	1	0	0	1	3	0
gene2611	NC_017295.1	2656912	2657760	-	849	24	38	19	86	39	84	49	35	34	113	32	42
gene2612	NC_017295.1	2657763	2658725	-	963	1	1	0	81	11	34	3	8	4	6	8	4
gene2613	NC_017295.1	2658770	2659492	-	723	9	15	12	114	50	66	10	12	13	15	18	12
gene2614	NC_017295.1	2659912	2660127	-	216	80	145	128	30	27	49	20	12	14	35	22	10
gene2615	NC_017295.1	2660138	2660614	-	477	1245	1245	1099	979	1144	3401	581	465	852	3099	1856	1342
gene2616	NC_017295.1	2660793	2660933	-	141	3	4	3	21	20	68	13	25	22	79	27	28
gene2617	NC_017295.1	2661004	2661213	-	210	1	9	1	15	14	41	10	8	11	58	31	13
gene2618	NC_017295.1	2661540	2663036	-	1497	111	259	190	461	1099	2973	353	236	340	2722	1278	1127
gene2619	NC_017295.1	2663398	2663772	-	375	0	0	0	19	2	2	1	0	0	0	0	2
gene2620	NC_017295.1	2663776	2664024	-	249	2	3	0	31	5	11	0	0	0	2	0	1
gene2621	NC_017295.1	2664271	2664531	-	261	0	0	1	32	6	5	2	0	0	0	2	0
gene2622	NC_017295.1	2664705	2665160	-	456	0	0	1	22	1	11	2	1	1	0	0	1
gene2623	NC_017295.1	2665243	2665743	-	501	5	4	3	30	8	10	16	12	7	14	12	10
gene2624	NC_017295.1	2665900	2666277	-	378	0	0	0	1	0	2	3	3	9	5	0	3
gene2625	NC_017295.1	2666344	2666558	-	215	3	1	3	16	9	18	8	11	23	12	6	5
gene2626	NC_017295.1	2667078	2668079	-	1002	2139	2483	1986	10211	17197	51785	7383	7643	9285	42753	22199	16581
gene2627	NC_017295.1	2668101	2668793	-	693	190	283	223	2056	3873	14277	1097	955	1138	9838	5767	3807
gene2628	NC_017295.1	2668976	2669542	-	567	26	29	13	179	300	681	117	102	115	559	268	263
gene2629	NC_017295.1	2669660	2670322	+	663	4	7	5	100	18	27	10	4	6	17	9	6
gene2630	NC_017295.1	2670350	2670703	-	354	5	3	1	60	14	29	3	1	3	8	5	2
gene2631	NC_017295.1	2670811	2671206	+	396	2	4	0	17	2	30	4	3	2	2	2	1
gene2632	NC_017295.1	2671479	2672561	+	1083	125	202	138	372	548	1441	1163	1552	1012	1382	823	555
gene2633	NC_017295.1	2672659	2673162	-	504	9	21	17	84	126	236	147	263	120	179	79	99
gene2634	NC_017295.1	2673265	2674119	-	855	22	22	22	186	102	273	131	109	71	182	118	85
gene2635	NC_017295.1	2674399	2675016	-	618	7	3	3	116	46	116	10	14	5	25	22	20
gene2636	NC_017295.1	2675118	2675891	-	774	3	5	2	65	24	68	12	15	11	50	23	19
gene2637	NC_017295.1	2675921	2676508	-	588	7	6	0	167	51	144	4	4	2	19	18	28
gene2638	NC_017295.1	2676542	2677021	-	480	11	31	14	95	94	169	55	36	37	185	88	72
gene2639	NC_017295.1	2677023	2678150	-	1128	31	52	40	242	171	317	157	130	156	385	210	133
gene2640	NC_017295.1	2678150	2679517	-	1368	60	86	60	337	311	606	338	303	319	860	424	258
gene2641	NC_017295.1	2679498	2680094	-	597	4	18	8	49	35	90	75	50	50	97	53	35
gene2642	NC_017295.1	2680091	2680738	-	648	19	17	15	60	66	182	60	57	57	87	103	54
gene2643	NC_017295.1	2680722	2683730	-	3009	265	292	181	1131	1043	2255	1377	1346	1590	2802	1745	996
gene2644	NC_017295.1	2683873	2686041	+	2169	31	57	22	349	297	583	332	390	338	658	440	282
gene2645	NC_017295.1	2686059	2688188	+	2130	58	95	62	659	677	1444	766	842	734	1537	956	703
gene2646	NC_017295.1	2688218	2689663	-	1446	59	67	56	716	764	2301	351	275	259	1131	520	599
gene2647	NC_017295.1	2689821	2690282	-	462	3	0	2	109	20	31	0	2	1	6	2	6
gene2648	NC_017295.1	2690279	2690728	-	450	2	4	2	49	4	13	1	1	1	0	1	2
gene2649	NC_017295.1	2690703	2691932	-	1230	3	7	4	125	22	31	5	2	0	4	6	4
gene2650	NC_017295.1	2691935	2692714	-	780	7	4	4	135	20	39	4	2	5	3	8	3
gene2651	NC_017295.1	2692707	2694077	-	1371	14	15	4	302	40	110	8	15	10	30	18	10
gene2652	NC_017295.1	2694049	2694654	-	606	11	17	3	416	94	165	9	12	7	39	19	32
gene2653	NC_017295.1	2694651	2695289	-	639	8	7	4	138	18	34	2	3	0	3	6	6
gene2654	NC_017295.1	2695273	2698254	-	2982	23	24	22	624	137	263	30	20	32	39	24	36
gene2655	NC_017295.1	2698556	2698642	+	87	0	1	0	8	8	21	8	11	6	6	2	5
gene2656	NC_017295.1	2698802	2699419	+	618	0	0	0	22	4	33	27	38	24	26	5	15
gene2657	NC_017295.1	2700156	2700335	+	180	4	2	4	76	21	54	38	36	28	38	38	27
gene2658	NC_017295.1	2700482	2701927	-	1446	4	6	3	167	25	62	25	16	12	10	8	8
gene2659	NC_017295.1	2702171	2702635	-	465	106	157	74	708	914	1933	1221	893	1340	1200	823	642
gene2660	NC_017295.1	2702851	2703081	+	231	1	0	0	17	13	10	1	11	7	17	11	2
gene2661	NC_017295.1	2703329	2703577	-	249	2	1	0	11	2	1	9	4	3	7	4	0
gene2662	NC_017295.1	2703692	2704948	-	1257	3	0	1	82	17	31	4	1	12	24	17	13
gene2663	NC_017295.1	2705132	2705956	+	825	82	111	113	764	866	2083	1195	958	1370	2093	970	863
gene2664	NC_017295.1	2705975	2706835	+	861	9	16	14	200	85	210	157	112	205	165	60	88
gene2665	NC_017295.1	2707098	2707598	-	501	0	2	2	66	14	40	6	3	10	11	4	9
gene2666	NC_017295.1	2708225	2708809	+	585	9	3	9	96	42	115	73	43	76	118	79	66
gene2667	NC_017295.1	2708899	2709540	-	642	6	4	5	58	11	27	10	8	8	10	8	11
gene2668	NC_017295.1	2709569	2710372	-	804	16	10	7	75	31	77	29	22	22	28	7	14
gene2669	NC_017295.1	2710548	2711402	+	855	1054	1141	807	496	358	754	1560	911	1841	876	628	407
gene2670	NC_017295.1	2711592	2712011	-	420	112	130	88	131	114	287	188	146	195	153	124	91
gene2671	NC_017295.1	2712301	2713773	-	1473	73	117	89	116	57	144	93	52	82	50	27	27
gene2672	NC_017295.1	2713789	2714412	-	624	58	69	55	141	42	70	51	32	48	44	22	21
gene2673	NC_017295.1	2714571	2716073	-	1503	23	21	14	201	44	87	6	0	6	17	13	13
gene2674	NC_017295.1	2716299	2717240	-	942	6	8	12	89	38	107	1	2	5	11	5	14
gene2675	NC_017295.1	2717717	2718364	-	648	1	0	0	60	19	21	1	0	0	1	0	5
gene2676	NC_017295.1	2718520	2718981	+	462	0	1	0	57	17	26	0	0	2	4	1	4
gene2677	NC_017295.1	2719104	2719577	+	474	2	4	3	37	25	62	33	51	49	55	28	36
gene2678	NC_017295.1	2719629	2721623	-	1995	9	11	5	248	92	150	38	55	53	65	36	44
gene2679	NC_017295.1	2721822	2722406	-	585	1	0	0	70	20	30	1	1	1	1	2	8
gene2680	NC_017295.1	2722526	2723347	-	822	5	10	10	71	48	77	27	21	21	48	29	28
gene2681	NC_017295.1	2723684	2724721	+	1038	10	18	13	177	85	168	80	88	106	128	92	57
gene2682	NC_017295.1	2724792	2725769	-	978	7	13	2	90	29	45	23	35	32	41	20	14
gene2683	NC_017295.1	2725985	2726908	-	924	2	7	7	107	56	141	114	108	84	85	36	45
gene2684	NC_017295.1	2727228	2732591	-	5364	275	373	172	1590	1079	2025	1369	1071	1406	2256	1002	1159
gene2685	NC_017295.1	2732796	2733797	-	1002	28	26	24	254	198	271	131	61	105	198	131	131
gene2686	NC_017295.1	2733863	2734675	-	813	8	3	4	79	13	19	10	8	12	13	4	6
gene2687	NC_017295.1	2734738	2735484	-	747	18	30	13	82	24	55	86	67	43	12	7	18
gene2688	NC_017295.1	2735495	2736130	-	636	10	16	12	54	18	52	129	119	70	31	15	13
gene2689	NC_017295.1	2736158	2736808	-	651	71	82	39	463	368	832	490	532	371	420	211	326
gene2690	NC_017295.1	2736936	2738027	-	1092	34	34	28	77	36	115	125	112	94	40	27	33
gene2691	NC_017295.1	2738043	2739086	-	1044	6	17	8	73	33	145	41	20	24	8	13	23
gene2692	NC_017295.1	2739110	2739799	-	690	10	23	22	96	64	189	161	101	116	100	53	56
gene2693	NC_017295.1	2739957	2740991	-	1035	6	11	16	111	37	90	35	35	21	33	31	32
gene2694	NC_017295.1	2741002	2742066	-	1065	10	32	14	182	94	253	100	86	64	147	65	63
gene2695	NC_017295.1	2742301	2742717	+	417	1382	859	679	5684	4963	16920	9265	7957	12262	19594	9414	10465
gene2696	NC_017295.1	2742802	2743749	+	948	102	91	74	441	384	722	551	408	488	868	439	463
gene2697	NC_017295.1	2743914	2744516	-	603	179	187	128	243	126	251	239	190	204	353	118	144
gene2698	NC_017295.1	2744506	2746842	-	2337	356	446	308	413	277	643	198	124	148	307	240	170
gene2699	NC_017295.1	2746916	2748616	-	1701	2	6	4	118	36	74	10	12	11	7	4	9
gene2700	NC_017295.1	2748761	2750059	-	1299	5102	5509	4237	11592	13801	35721	20428	18417	20306	36035	23418	15290
gene2701	NC_017295.1	2750520	2751101	-	582	633	693	567	1320	1556	4244	1686	1167	1589	3500	2025	1610
gene2702	NC_017295.1	2751225	2752520	-	1296	86	127	111	423	457	1428	249	140	181	329	223	394
gene2703	NC_017295.1	2752637	2753419	-	783	8	8	1	69	38	112	62	40	41	50	31	43
gene2704	NC_017295.1	2753444	2754235	-	792	114	158	111	316	297	744	516	375	422	496	290	238
gene2705	NC_017295.1	2754374	2757571	-	3198	38	58	24	253	130	156	38	26	41	122	13	29
gene2706	NC_017295.1	2757629	2758741	-	1113	43	57	30	144	36	37	13	4	24	35	11	5
gene2707	NC_017295.1	2759225	2759779	-	555	81	95	63	165	193	501	147	66	112	240	122	134
gene2708	NC_017295.1	2759841	2760545	-	705	104	84	65	344	393	733	167	158	216	382	269	285
gene2709	NC_017295.1	2760709	2761527	-	819	60	65	45	123	91	57	42	46	49	199	43	50
gene2710	NC_017295.1	2761597	2762424	-	828	59	113	75	68	43	49	62	34	54	116	20	17
gene2711	NC_017295.1	2762800	2763696	-	897	62	64	43	114	49	54	26	12	20	31	12	6
gene2712	NC_017295.1	2763689	2764429	-	741	4	6	11	46	26	21	2	2	0	8	1	3
gene2713	NC_017295.1	2764447	2765307	-	861	36	35	28	130	64	79	37	13	27	81	28	24
gene2714	NC_017295.1	2765328	2765768	-	441	1	3	0	16	5	1	1	0	1	3	1	2
gene2715	NC_017295.1	2765770	2766693	-	924	68	88	49	113	122	107	120	65	142	269	60	46
gene2716	NC_017295.1	2766981	2767604	+	624	242	242	189	1013	816	1941	2345	2399	2373	1780	1010	800
gene2717	NC_017295.1	2767642	2768490	-	849	36	44	39	140	80	131	91	84	82	132	55	77
gene2718	NC_017295.1	2768491	2769240	-	750	8	4	13	66	11	43	18	18	20	16	9	9
gene2719	NC_017295.1	2769445	2771535	-	2091	422	447	329	7176	6754	22260	1135	1134	1468	7381	1990	3475
gene2720	NC_017295.1	2772012	2772203	-	192	0	0	2	19	15	37	7	10	5	29	17	10
gene2721	NC_017295.1	2772287	2775721	-	3435	926	1056	801	5011	4482	11383	4662	3320	4443	9886	5148	3361
gene2722	NC_017295.1	2775984	2776865	+	882	23	24	24	386	307	634	296	292	357	603	294	311
gene2723	NC_017295.1	2776940	2777137	-	198	7	5	6	80	48	106	44	37	46	87	40	51
gene2724	NC_017295.1	2777285	2778052	+	768	4225	6247	4146	15933	58696	164513	18523	17513	23426	130660	85966	57354
gene2725	NC_017295.1	2778287	2778363	-	77	3	5	4	80	69	215	77	132	145	192	140	69
gene2726	NC_017295.1	2778383	2778456	-	74	0	0	0	3	4	13	11	8	8	8	2	2
gene2727	NC_017295.1	2778467	2778542	-	76	0	0	1	5	8	25	13	6	6	20	4	5
gene2728	NC_017295.1	2778561	2778636	-	76	0	0	0	4	3	5	7	4	3	8	1	1
gene2729	NC_017295.1	2778660	2778736	-	77	0	0	0	7	15	59	4	11	8	15	4	13
gene2730	NC_017295.1	2778742	2778815	-	74	1	0	0	31	30	92	11	13	30	54	23	51
gene2731	NC_017295.1	2778821	2778895	-	75	0	0	0	85	52	157	12	19	18	82	34	57
gene2732	NC_017295.1	2778911	2778994	-	84	0	0	0	14	18	99	19	20	35	31	19	32
gene2733	NC_017295.1	2778998	2779073	-	76	0	0	0	1	0	6	3	2	3	2	3	1
gene2734	NC_017295.1	2779096	2779171	-	76	1	0	0	6	18	50	14	8	16	6	8	16
gene2735	NC_017295.1	2779179	2779251	-	73	0	0	0	2	2	10	5	3	3	2	4	2
gene2736	NC_017295.1	2779266	2779341	-	76	1	0	0	5	0	10	6	2	3	6	2	10
gene2737	NC_017295.1	2779348	2779421	-	74	1	0	0	159	213	724	36	58	68	268	126	256
gene2738	NC_017295.1	2779429	2779505	-	77	0	0	0	12	27	94	12	8	15	37	9	37
gene2739	NC_017295.1	2779511	2779584	-	74	3	5	5	1093	1400	4232	291	382	434	2012	976	1866
gene2740	NC_017295.1	2779590	2779664	-	75	1	0	1	144	94	318	18	27	29	174	44	124
gene2741	NC_017295.1	2779680	2779763	-	84	0	0	0	24	31	92	20	20	37	38	14	29
gene2742	NC_017295.1	2779767	2779842	-	76	0	0	0	1	0	5	4	5	1	2	0	2
gene2743	NC_017295.1	2779865	2779940	-	76	0	1	0	10	12	27	7	9	17	10	8	14
gene2744	NC_017295.1	2779948	2780020	-	73	0	0	0	0	1	8	1	2	3	4	3	5
gene2745	NC_017295.1	2780034	2780110	-	77	1	0	2	4	5	35	4	5	9	5	5	4
gene2746	NC_017295.1	2780117	2780190	-	74	0	1	0	12	11	41	5	9	4	21	11	23
gene2747	NC_017295.1	2780197	2780272	-	76	1	1	1	8	12	43	35	29	36	28	11	13
gene2748	NC_017295.1	2780360	2780827	-	468	1	6	2	42	22	17	3	6	6	6	4	5
gene2749	NC_017295.1	2780829	2781434	-	606	2	1	0	109	38	55	6	1	0	6	7	10
gene2750	NC_017295.1	2781540	2782925	+	1386	6	3	5	227	58	82	65	59	103	238	108	93
gene2751	NC_017295.1	2782990	2784588	-	1599	8	10	8	125	54	70	55	48	46	98	48	42
gene2752	NC_017295.1	2784727	2784954	+	228	0	0	2	33	14	25	15	15	15	36	16	17
gene2753	NC_017295.1	2785002	2786432	-	1431	97	126	89	268	200	558	407	297	247	265	143	163
gene2754	NC_017295.1	2786452	2787909	-	1458	59	112	104	444	408	1127	507	390	360	653	354	355
gene2755	NC_017295.1	2787931	2788230	-	300	0	1	0	16	9	26	8	3	5	1	1	6
gene2756	NC_017295.1	2788459	2788731	-	273	41	50	30	801	1016	1623	1230	911	1020	1187	506	763
gene2757	NC_017295.1	2788806	2790815	-	2010	99	147	131	595	304	707	300	301	181	504	260	299
gene2758	NC_017295.1	2790848	2793118	-	2271	47	43	44	392	175	500	375	297	302	294	166	161
gene2759	NC_017295.1	2793372	2793668	-	297	21	35	27	127	61	147	163	119	134	111	62	67
gene2760	NC_017295.1	2793978	2794706	-	729	4	2	5	60	22	35	9	4	7	11	8	5
gene2761	NC_017295.1	2794780	2795493	-	714	86	111	58	138	193	509	195	115	171	223	199	149
gene2762	NC_017295.1	2795555	2797555	-	2001	17	46	23	233	176	336	132	99	161	406	184	153
gene2763	NC_017295.1	2797775	2799937	+	2163	40	64	51	567	629	1686	726	793	807	1533	749	655
gene2764	NC_017295.1	2799974	2801326	-	1353	304	427	319	3257	4245	11437	3685	3284	4122	8718	5414	3797
gene2765	NC_017295.1	2801676	2801954	+	279	124	189	114	28	25	60	13	9	19	23	22	15
gene2766	NC_017295.1	2802086	2802295	+	210	4	6	0	8	0	1	1	1	1	4	0	0
gene2767	NC_017295.1	2802318	2802599	+	282	1	1	1	6	1	1	0	0	2	3	1	1
gene2768	NC_017295.1	2802874	2803863	+	990	354	347	230	257	211	558	147	104	255	274	305	130
gene2769	NC_017295.1	2803919	2806192	-	2274	243	232	152	547	250	595	177	147	283	418	391	202
gene2770	NC_017295.1	2806377	2807732	+	1356	6	2	5	116	25	41	23	12	21	48	49	34
gene2771	NC_017295.1	2807912	2810056	+	2145	418	456	368	1162	1213	3068	1474	1269	1667	2457	1518	1145
gene2772	NC_017295.1	2810104	2810919	-	816	818	592	473	555	1384	3084	1994	1252	1630	2219	1727	1376
gene2773	NC_017295.1	2811629	2812162	+	534	5	9	5	126	114	216	123	130	180	155	116	62
gene2774	NC_017295.1	2812305	2813120	-	816	6	7	2	114	59	83	82	89	93	66	29	22
gene2775	NC_017295.1	2813245	2814225	+	981	12	10	7	169	78	104	83	68	69	90	68	55
gene2776	NC_017295.1	2814322	2814936	-	615	10	3	3	100	37	81	49	44	26	36	26	37
gene2777	NC_017295.1	2815358	2815816	-	459	13	9	6	40	41	112	120	117	106	77	51	29
gene2778	NC_017295.1	2816033	2816194	-	162	0	0	0	30	7	5	1	4	0	0	3	1
gene2779	NC_017295.1	2816931	2817428	+	498	4291	4101	2411	2793	3926	12493	13209	13246	13973	8513	6616	3173
gene2780	NC_017295.1	2818380	2818901	-	522	30	27	34	320	245	334	211	196	278	374	177	192
gene2781	NC_017295.1	2818920	2819897	-	978	4	2	5	61	22	35	56	41	70	33	23	11
gene2782	NC_017295.1	2820140	2820463	-	324	7	9	15	85	30	79	59	74	77	56	29	38
gene2783	NC_017295.1	2820525	2820768	+	244	131	131	102	586	393	758	679	588	730	936	619	312
gene2784	NC_017295.1	2820845	2822377	-	1533	267	359	262	981	853	1770	1033	753	991	1463	920	601
gene2785	NC_017295.1	2822522	2823979	-	1458	1000	1055	836	1948	2322	4981	1928	1051	1629	4934	3240	2016
gene2786	NC_017295.1	2824447	2826204	+	1758	170	304	184	767	730	1629	484	312	684	2297	1040	823
gene2787	NC_017295.1	2826329	2827960	-	1632	9207	9739	8959	6806	9877	27686	3891	1366	3189	15939	13156	9618
gene2788	NC_017295.1	2827999	2828286	-	288	286	324	293	781	964	3108	227	67	203	1029	893	859
gene2789	NC_017295.1	2828615	2829289	+	675	133	170	120	542	397	642	687	620	751	705	324	366
gene2790	NC_017295.1	2829295	2830005	-	711	345	434	294	779	761	1654	1870	1561	1964	1686	978	745
gene2791	NC_017295.1	2830037	2830915	-	879	15	22	18	172	74	148	92	62	61	72	40	43
gene2792	NC_017295.1	2830987	2831835	-	849	4249	5900	4966	21754	30156	78231	8111	6393	12132	51922	33252	25037
gene2793	NC_017295.1	2831940	2832950	-	1011	1926	2880	2221	7290	11062	29816	6794	5354	9827	19480	11954	9427
gene2794	NC_017295.1	2832969	2833748	-	780	1263	1382	1102	1317	1235	3870	1595	1154	1959	2247	1487	1004
gene2795	NC_017295.1	2833767	2834906	-	1140	2277	2292	1872	3120	3831	12143	1772	1151	2223	6111	4597	2992
gene2796	NC_017295.1	2834920	2835705	-	786	1034	1064	831	1512	1486	4562	882	657	1127	2274	1775	1412
gene2797	NC_017295.1	2835881	2836525	-	645	34	50	39	159	178	438	75	62	64	120	78	134
gene2798	NC_017295.1	2837087	2839018	+	1932	182	213	143	748	520	1195	918	855	939	1104	612	545
gene2799	NC_017295.1	2839111	2840334	-	1224	791	998	687	4766	7271	14687	3689	3622	5269	14228	7906	7046
gene2800	NC_017295.1	2840464	2841192	-	729	0	10	2	125	28	57	2	2	3	8	9	12
gene2801	NC_017295.1	2841204	2842559	-	1356	7	10	6	143	44	74	8	1	1	6	16	10
gene2802	NC_017295.1	2842585	2843901	-	1317	16	17	18	262	92	218	32	30	45	93	60	51
gene2803	NC_017295.1	2844130	2845545	-	1416	5	8	1	112	22	47	8	1	3	14	2	7
gene2804	NC_017295.1	2845555	2846109	-	555	0	2	2	19	3	10	1	0	1	2	0	1
gene2805	NC_017295.1	2846258	2847370	-	1113	8	8	10	76	59	210	15	12	18	53	34	58
gene2806	NC_017295.1	2847572	2848969	-	1398	291	431	321	378	440	1279	370	210	305	699	410	349
gene2807	NC_017295.1	2848993	2849466	-	474	72	40	34	45	34	73	61	39	67	50	44	32
gene2808	NC_017295.1	2849476	2850468	-	993	193	191	147	305	289	644	358	196	374	365	268	232
gene2809	NC_017295.1	2850508	2850675	-	168	0	0	0	7	5	11	1	0	3	1	5	3
gene2810	NC_017295.1	2850817	2851584	-	768	51	49	35	183	149	254	50	30	72	159	97	118
gene2811	NC_017295.1	2851787	2852419	+	633	3	4	1	29	27	37	48	20	55	69	59	32
gene2812	NC_017295.1	2852586	2853497	+	912	31	32	15	217	81	187	115	114	129	110	79	62
gene2813	NC_017295.1	2853648	2854559	-	912	37	46	31	97	47	98	183	138	170	92	54	43
gene2814	NC_017295.1	2854607	2857234	-	2628	100	101	94	664	354	769	498	540	582	628	383	307
gene2815	NC_017295.1	2857231	2857914	-	684	8	10	9	105	30	59	16	19	12	11	15	10
gene2816	NC_017295.1	2857981	2858730	-	750	10	17	9	137	57	94	67	67	58	64	37	36
gene2817	NC_017295.1	2858730	2859635	-	906	15	14	14	143	32	70	48	40	49	28	21	18
gene2818	NC_017295.1	2859754	2860431	-	678	2	3	2	78	23	30	14	21	27	19	12	11
gene2819	NC_017295.1	2860643	2864134	-	3492	17	10	12	546	150	284	44	17	22	40	23	61
gene2820	NC_017295.1	2864115	2865341	-	1227	3	10	5	100	26	75	1	4	8	5	8	11
gene2821	NC_017295.1	2865587	2866243	-	657	8	13	5	93	37	107	17	7	18	46	30	23
gene2822	NC_017295.1	2866322	2866852	-	531	1	3	1	98	27	47	5	3	3	12	7	7
gene2823	NC_017295.1	2866950	2868242	-	1293	34	46	25	170	104	217	76	31	55	73	48	59
gene2824	NC_017295.1	2868458	2869189	+	732	3	3	1	91	20	34	2	5	2	5	7	4
gene2825	NC_017295.1	2869238	2869558	-	321	0	8	1	7	0	0	2	4	0	0	0	2
gene2826	NC_017295.1	2869672	2870961	-	1290	10	14	9	187	39	76	52	29	40	29	18	14
gene2827	NC_017295.1	2871226	2871621	+	396	0	0	0	8	2	15	3	4	6	4	1	4
gene2828	NC_017295.1	2871748	2873115	+	1368	4	2	1	144	49	83	18	22	40	50	23	41
gene2829	NC_017295.1	2873243	2874955	-	1713	5	8	4	336	81	102	24	12	29	22	28	24
gene2830	NC_017295.1	2875100	2876389	-	1290	15	12	20	155	76	196	108	92	97	147	71	67
gene2831	NC_017295.1	2876439	2877884	-	1446	2	4	4	172	43	65	10	7	4	9	11	13
gene2832	NC_017295.1	2878053	2878595	+	543	148	147	125	240	462	1142	850	624	1086	651	535	368
gene2833	NC_017295.1	2878798	2880390	-	1593	324	462	341	862	777	2238	2080	1625	2086	1277	1069	762
gene2834	NC_017295.1	2880529	2881032	-	504	7	9	2	168	67	131	102	60	79	105	42	71
gene2835	NC_017295.1	2881251	2881832	-	582	51	80	56	236	258	645	1159	937	852	348	253	210
